bnk_trn_ref|exec_dt|debit_account_no|credit_account_no|amount|trn_desc
F44430J90673|2016-09-09 00:00:00|CH0209049493360060612|CH5039837041721813617|23796.85|Payment of invoice(s) Valent Technologies
I47294J23847|2016-04-08 00:00:00|CH0210540037202341452|CH9681610501955543047|10249.67|Payment of invoice(s) Bernard, Willa
O90933W79323|2012-01-27 00:00:00|CH0237130733821422792|CH5113429654953071542|41883.77|Payment of invoice(s) Technohabitat
F37374P47185|2009-12-18 00:00:00|CH0251073611707606644|CH3296083466398193738|25210.44|Payment of invoice(s) Specialty Time
H88204O67408|2015-03-20 00:00:00|CH0249176139269086161|CH2877506220346092976|3343.62|Payment of invoice(s) Popcorn Born
Y77676H80862|2012-05-25 00:00:00|CH0231003557422817970|CH8840689666966586589|16828.80|Payment of invoice(s) Grok
O81311V31472|2005-12-02 00:00:00|CH0206550793273688901|CH0972869735311306178|47980.55|Payment of invoice(s) Method Time
X32177J65066|2016-04-01 00:00:00|CH0248281695366099688|CH9204116784019962130|40533.64|Payment of invoice(s) OneStop Time
C58270C99518|2014-01-24 00:00:00|CH0240522825785605571|CH8515468004216856140|17857.81|Payment of invoice(s) SecondTime
A87548Q41796|2012-05-25 00:00:00|CH0240900251892652380|CH5113429654953071542|61823.72|Payment of invoice(s) Technohabitat
D69834D69400|2016-02-19 00:00:00|CH0206003498982695304|CH9460991585208143427|16000.00|Payment of invoice(s) Zentime
X52537O57506|2013-01-04 00:00:00|CH0228315136202810440|CH7557621605158040369|21680.54|Payment of invoice(s) Harper, Clementine
J45879H67908|2012-11-16 00:00:00|CH0204884126669364759|CH1813436760999770384|3533.31|Payment of invoice(s) Technology Wizard
Z64464G87289|2006-03-03 00:00:00|CH0215694012443589673|CH1396683322404415097|7086.07|Payment of invoice(s) Cytrex
Q48048S40652|2015-02-13 00:00:00|CH0223943235385824696|CH1006820597721560021|1480.98|Payment of invoice(s) Time  Cupid
I20608V52521|2015-01-23 00:00:00|CH0228315136202810440|CH1006820597721560021|12409.01|Payment of invoice(s) Time  Cupid
K98369R44784|2011-07-22 00:00:00|CH0201609149519657198|CH3792097181326358410|2114.89|Payment of invoice(s) Triad Time
X24749D37992|2015-12-04 00:00:00|CH0228315136202810440|CH7010391221892072726|136.34|Payment of invoice(s) Time  Avatar
Q37575Y28318|2010-04-16 00:00:00|CH0219850911967777927|CH7164967580455939097|1716.57|Payment of invoice(s) RedHot Time
W75646R36290|2012-03-02 00:00:00|CH0224806721788063113|CH7455625517759336763|35741.20|Payment of invoice(s) Holland, Ray
L65635X85971|2010-10-22 00:00:00|CH0207993305365962502|CH5088638921249011890|10360.03|Payment of invoice(s) FreeTime
W49524B38886|2015-04-17 00:00:00|CH0206550793273688901|CH3660100928827682021|4646.65|Payment of invoice(s) Semantic Time
E42910R22213|2013-11-22 00:00:00|CH0207993305365962502|CH8119090900291807523|10223.26|Payment of invoice(s) Techmania
O61570R16844|2016-03-04 00:00:00|CH0240900251892652380|CH9460991585208143427|2943.90|Payment of invoice(s) Zentime
F68873J42568|2014-01-24 00:00:00|CH0248281695366099688|CH8515468004216856140|6111.07|Payment of invoice(s) SecondTime
V98524U52769|2012-05-04 00:00:00|CH0237130733821422792|CH3061963907498411463|2175.13|Payment of invoice(s) Moving with the Times
A93397Y57803|2015-02-27 00:00:00|CH0207993305365962502|CH1006820597721560021|15061.68|Payment of invoice(s) Time  Cupid
X13462N65417|2008-08-08 00:00:00|CH0240900251892652380|CH8871083503612224843|3582.46|Payment of invoice(s) Nationwide Time
P69421Q75568|2006-03-03 00:00:00|CH0250407194135228410|CH1396683322404415097|4502.07|Payment of invoice(s) Cytrex
G80587L85158|2012-03-16 00:00:00|CH0204884126669364759|CH7319445800904089133|5610.20|Payment of invoice(s) Vibrant Time
D59814T59884|2010-06-25 00:00:00|CH0204884126669364759|CH2942996515512723075|12825.89|Payment of invoice(s) Wells, Julie
E38204X59319|2013-01-11 00:00:00|CH0228112131218563569|CH8616261051059395320|30008.00|Payment of invoice(s) Prospect Time
X37712E56063|2013-04-26 00:00:00|CH0228315136202810440|CH6067246472234989020|9098.86|Payment of invoice(s) Nikuda
U32865L31114|2009-09-11 00:00:00|CH0251073611707606644|CH1843640612996083104|4573.04|Payment of invoice(s) Time  Custom
N41156N61358|2013-03-15 00:00:00|CH0231003557422817970|CH9550700497041359716|45992.97|Payment of invoice(s) Lifetime Time
F66081I17751|2009-12-18 00:00:00|CH0200974687337280877|CH3667715363523316758|12782.73|Payment of invoice(s) Real Time Medical
E92334F39951|2013-04-12 00:00:00|CH0228112131218563569|CH7557621605158040369|1741.01|Payment of invoice(s) Harper, Clementine
X77234K81639|2011-11-04 00:00:00|CH0227578004931115071|CH1666656057224772762|19449.56|Payment of invoice(s) Pinpoint Matrix Systems
W24695H74419|2015-12-11 00:00:00|CH0246225152084380466|CH2825850289822331123|5362.58|Payment of invoice(s) Strickland, Leroy
E38127J72409|2012-04-13 00:00:00|CH0204884126669364759|CH4296421323470854890|20000.09|Payment of invoice(s) Time  Hands
X57133A71656|2005-12-30 00:00:00|CH0228112131218563569|CH4154911007648432776|23992.05|Payment of invoice(s) Tuliptime Tunefest
H73085Y89966|2012-07-27 00:00:00|CH0211681954985788087|CH9298162976623746233|8960.78|Payment of invoice(s) Midnight Time
O63763W33817|2014-01-24 00:00:00|CH0237130733821422792|CH8515468004216856140|20344.48|Payment of invoice(s) SecondTime
D71685F98771|2012-01-06 00:00:00|CH0231003557422817970|CH5088638921249011890|42063.84|Payment of invoice(s) FreeTime
B43226D40685|2014-06-06 00:00:00|CH0234143718846267688|CH8988352604215975853|3568.28|Payment of invoice(s) Time  Urban
V25806W82029|2011-09-02 00:00:00|CH0209049493360060612|CH0747760994091143568|20096.88|Payment of invoice(s) NextTime
W27509O45197|2012-06-29 00:00:00|CH0250407194135228410|CH4827927844570438723|30752.45|Payment of invoice(s) Ebony Time
V41015L24149|2015-05-08 00:00:00|CH0251073611707606644|CH1006820597721560021|6309.35|Payment of invoice(s) Time  Cupid
J51091L54231|2012-12-07 00:00:00|CH0237130733821422792|CH3146115032200851604|10782.23|Payment of invoice(s) Impulse Time
R69495E11875|2016-03-18 00:00:00|CH0251073611707606644|CH9460991585208143427|32128.95|Payment of invoice(s) Zentime
U54147O25471|2006-03-03 00:00:00|CH0234139622897026693|CH1396683322404415097|193.79|Payment of invoice(s) Cytrex
R26767H40168|2016-01-08 00:00:00|CH0237130733821422792|CH2825850289822331123|1527.69|Payment of invoice(s) Strickland, Leroy
B95381P12771|2011-09-16 00:00:00|CH0206550793273688901|CH8840689666966586589|5617.49|Payment of invoice(s) Grok
G30110L90795|2013-04-05 00:00:00|CH0228315136202810440|CH2776009455955283091|34.62|Payment of invoice(s) Aeora
R11317S29665|2011-03-25 00:00:00|CH0223943235385824696|CH3514647971914614633|26905.76|Payment of invoice(s) Design of the Times
Y31159Z61463|2015-10-02 00:00:00|CH0250222882407221959|CH9318634853603420440|392.14|Payment of invoice(s) Mustang Time
C45629O33060|2006-12-22 00:00:00|CH0214401606376708007|CH7283917062688226097|7023.55|Payment of invoice(s) Finley, Vernon
P10271O78767|2015-12-18 00:00:00|CH0214894598926922337|CH2825850289822331123|28343.10|Payment of invoice(s) Strickland, Leroy
W44308P60923|2015-12-18 00:00:00|CH0251073611707606644|CH2825850289822331123|2487.27|Payment of invoice(s) Strickland, Leroy
W14147A33007|2015-04-17 00:00:00|CH0207993305365962502|CH3660100928827682021|4623.51|Payment of invoice(s) Semantic Time
B75630O45797|2012-12-07 00:00:00|CH0248281695366099688|CH3146115032200851604|14400.09|Payment of invoice(s) Impulse Time
J14787I63132|2011-07-22 00:00:00|CH0219850911967777927|CH3792097181326358410|1182.34|Payment of invoice(s) Triad Time
E54250R55686|2016-02-26 00:00:00|CH0234515455801405036|CH5039837041721813617|14430.99|Payment of invoice(s) Valent Technologies
X84006G12241|2012-10-26 00:00:00|CH0207993305365962502|CH3565565295426810320|53154.63|Payment of invoice(s) Progressive Time
B28015K39838|2014-05-09 00:00:00|CH0240522825785605571|CH9681610501955543047|12031.38|Payment of invoice(s) Bernard, Willa
X27376S18786|2014-07-18 00:00:00|CH0251073611707606644|CH8988352604215975853|1822.92|Payment of invoice(s) Time  Urban
E33722O63894|2007-03-02 00:00:00|CH0250407194135228410|CH2796095850520737441|21156.41|Payment of invoice(s) Time  Homepage
P10238Q52015|2013-02-01 00:00:00|CH0234139622897026693|CH5016167931570684520|29827.69|Payment of invoice(s) Lighthouse Time
P26441D98632|2010-12-24 00:00:00|CH0209336657619956939|CH8729499478213548344|15777.32|Payment of invoice(s) CranialTech
T27809H64880|2011-12-02 00:00:00|CH0230382548836512713|CH5306138861270198557|36383.47|Payment of invoice(s) Tucker, Steel
O67858Y10762|2013-07-05 00:00:00|CH0224806721788063113|CH1443469204088447401|39633.23|Payment of invoice(s) Neighborhood Time
K64924W89453|2008-03-28 00:00:00|CH0228112131218563569|CH9449043298339965395|30935.26|Payment of invoice(s) Sigh Co.
Q51859A57720|2015-04-24 00:00:00|CH0210540037202341452|CH4702748652329494055|47070.09|Payment of invoice(s) Contreras, Myles
C14283Y22343|2015-04-24 00:00:00|CH0240900251892652380|CH4702748652329494055|41334.48|Payment of invoice(s) Contreras, Myles
D55234W92148|2015-04-24 00:00:00|CH0251073611707606644|CH4702748652329494055|24323.46|Payment of invoice(s) Contreras, Myles
S87017C52612|2014-06-06 00:00:00|CH0227578004931115071|CH8988352604215975853|17797.17|Payment of invoice(s) Time  Urban
P96041U94581|2014-04-25 00:00:00|CH0236918036799637910|CH9681610501955543047|27551.89|Payment of invoice(s) Bernard, Willa
P80599J61282|2014-06-27 00:00:00|CH0218229960514553128|CH8016460903045779129|20990.32|Payment of invoice(s) WriteTech
O34665E84517|2015-04-10 00:00:00|CH0209336657619956939|CH3660100928827682021|62525.60|Payment of invoice(s) Semantic Time
L69081K52054|2015-04-24 00:00:00|CH0234515455801405036|CH1006820597721560021|15333.28|Payment of invoice(s) Time  Cupid
U97989B26912|2012-12-07 00:00:00|CH0240522825785605571|CH3146115032200851604|217.03|Payment of invoice(s) Impulse Time
V21566E57381|2013-04-26 00:00:00|CH0206550793273688901|CH6067246472234989020|2450.20|Payment of invoice(s) Nikuda
N62896E25702|2008-11-14 00:00:00|CH0214151982011227631|CH9791001388567356681|34483.07|Payment of invoice(s) Saint Time
K56731V93214|2016-07-22 00:00:00|CH0214401606376708007|CH9436656786623704266|25257.41|Payment of invoice(s) Sign of the Times Advertising Agency
C41326E85640|2009-11-20 00:00:00|CH0219850911967777927|CH9791001388567356681|6153.37|Payment of invoice(s) Saint Time
C23273D36797|2012-05-11 00:00:00|CH0200974687337280877|CH4296421323470854890|20600.90|Payment of invoice(s) Time  Hands
P62411C76948|2015-10-16 00:00:00|CH0237130733821422792|CH9318634853603420440|9872.03|Payment of invoice(s) Mustang Time
F49507M95596|2011-12-09 00:00:00|CH0206003498982695304|CH5306138861270198557|17874.07|Payment of invoice(s) Tucker, Steel
E98614I99984|2016-12-09 00:00:00|CH0219850911967777927|CH9436656786623704266|27734.06|Payment of invoice(s) Sign of the Times Advertising Agency
W12783X72310|2015-07-17 00:00:00|CH0250222882407221959|CH1006820597721560021|5358.98|Payment of invoice(s) Time  Cupid
V91129T17505|2012-11-09 00:00:00|CH0206550793273688901|CH1813436760999770384|5366.16|Payment of invoice(s) Technology Wizard
G17619X45904|2011-12-09 00:00:00|CH0211681954985788087|CH5306138861270198557|6683.93|Payment of invoice(s) Tucker, Steel
E52861E94453|2016-03-18 00:00:00|CH0206003498982695304|CH9460991585208143427|21559.16|Payment of invoice(s) Zentime
E62149R14228|2010-06-04 00:00:00|CH0231003557422817970|CH3786008636498512184|7812.04|Payment of invoice(s) Spacewax
S31374X62353|2011-11-18 00:00:00|CH0236918036799637910|CH6389002244580245381|238.16|Payment of invoice(s) Sin Thesis
U32902R54797|2006-10-27 00:00:00|CH0251073611707606644|CH2796095850520737441|2062.41|Payment of invoice(s) Time  Homepage
F17949O15406|2010-01-22 00:00:00|CH0236918036799637910|CH3296083466398193738|106.07|Payment of invoice(s) Specialty Time
L89161E27259|2016-03-18 00:00:00|CH0228315136202810440|CH9460991585208143427|51891.43|Payment of invoice(s) Zentime
U85332B75792|2013-02-01 00:00:00|CH0228112131218563569|CH5016167931570684520|17758.03|Payment of invoice(s) Lighthouse Time
R12548J33508|2012-01-27 00:00:00|CH0225122731249592892|CH5088638921249011890|20249.07|Payment of invoice(s) FreeTime
R77433P72584|2013-03-01 00:00:00|CH0250222882407221959|CH0619016605702832070|25259.27|Payment of invoice(s) Pattern Time
F85561E25443|2015-05-08 00:00:00|CH0224806721788063113|CH4702748652329494055|69393.40|Payment of invoice(s) Contreras, Myles
O25237E51209|2004-12-31 00:00:00|CH0206550793273688901|CH6353846276666583183|20979.26|Payment of invoice(s) Goodman, Colorado
G63946U75467|2011-08-26 00:00:00|CH0206550793273688901|CH4319848653502076742|8634.47|Payment of invoice(s) Hines, Richard
Y43549L15816|2013-05-24 00:00:00|CH0209049493360060612|CH5088079216680893260|21145.94|Payment of invoice(s) Sapphire Time
O88174L34419|2013-01-11 00:00:00|CH0228315136202810440|CH9027477895350295117|6998.90|Payment of invoice(s) Cornerstone Time
H93316F64643|2015-06-05 00:00:00|CH0223943235385824696|CH4385645604347036714|15584.39|Payment of invoice(s) Just Time
T33558H51696|2013-03-22 00:00:00|CH0211681954985788087|CH2776009455955283091|23344.06|Payment of invoice(s) Aeora
I49589L16500|2015-09-04 00:00:00|CH0227578004931115071|CH3276374414353537218|11930.14|Payment of invoice(s) Time  Iron
U49079M88932|2011-03-04 00:00:00|CH0204884126669364759|CH9791001388567356681|16767.47|Payment of invoice(s) Saint Time
C46665K15815|2015-07-17 00:00:00|CH0250222882407221959|CH3276374414353537218|4600.46|Payment of invoice(s) Time  Iron
K60183K31116|2013-05-17 00:00:00|CH0228112131218563569|CH5088079216680893260|55345.88|Payment of invoice(s) Sapphire Time
F75857E96229|2004-12-24 00:00:00|CH0214401606376708007|CH6353846276666583183|8471.61|Payment of invoice(s) Goodman, Colorado
A14044P34241|2016-08-05 00:00:00|CH0206003498982695304|CH9436656786623704266|70572.83|Payment of invoice(s) Sign of the Times Advertising Agency
P54316Q77117|2014-01-24 00:00:00|CH0224806721788063113|CH8515468004216856140|1874.82|Payment of invoice(s) SecondTime
G64926W19484|2011-03-25 00:00:00|CH0206003498982695304|CH6797399571480887339|15915.38|Payment of invoice(s) Shield Time
O44633B29840|2012-11-16 00:00:00|CH0207993305365962502|CH1813436760999770384|2692.73|Payment of invoice(s) Technology Wizard
O82061S78678|2013-03-22 00:00:00|CH0246225152084380466|CH2776009455955283091|2356.44|Payment of invoice(s) Aeora
Y11622H85436|2014-05-16 00:00:00|CH0248281695366099688|CH7794913888074892430|43220.57|Payment of invoice(s) Time  Utopia
Q68964Y80506|2015-10-16 00:00:00|CH0230382548836512713|CH5039837041721813617|3749.69|Payment of invoice(s) Valent Technologies
D96500J34953|2013-01-18 00:00:00|CH0250407194135228410|CH9027477895350295117|77996.45|Payment of invoice(s) Cornerstone Time
E46219G37640|2013-10-25 00:00:00|CH0228112131218563569|CH6525051052542047010|5412.98|Payment of invoice(s) Suburban Time
Q43363J81682|2012-09-21 00:00:00|CH0231003557422817970|CH9298162976623746233|6351.47|Payment of invoice(s) Midnight Time
C83936M24860|2016-03-11 00:00:00|CH0228112131218563569|CH9460991585208143427|5154.23|Payment of invoice(s) Zentime
R65770F78454|2013-11-08 00:00:00|CH0236918036799637910|CH9053624541702450052|5814.20|Payment of invoice(s) Eleventh Hour Events Planning
V98261Q66282|2011-11-25 00:00:00|CH0230382548836512713|CH9550700497041359716|28119.53|Payment of invoice(s) Lifetime Time
D75951G81987|2011-03-25 00:00:00|CH0201609149519657198|CH6797399571480887339|15903.04|Payment of invoice(s) Shield Time
W84234X91233|2015-10-30 00:00:00|CH0237130733821422792|CH9797517066913638834|45632.18|Payment of invoice(s) OpenSource Time
V55173I98117|2012-12-28 00:00:00|CH0250222882407221959|CH7557621605158040369|485.84|Payment of invoice(s) Harper, Clementine
R47861R88931|2010-12-24 00:00:00|CH0234143718846267688|CH8729499478213548344|26382.36|Payment of invoice(s) CranialTech
J30495A47328|2015-01-30 00:00:00|CH0234143718846267688|CH1006820597721560021|20972.98|Payment of invoice(s) Time  Cupid
X25067N23833|2012-06-22 00:00:00|CH0204884126669364759|CH5966588287840537342|11042.89|Payment of invoice(s) Ultrimax
F19203D10670|2012-03-30 00:00:00|CH0215694012443589673|CH4296421323470854890|15812.50|Payment of invoice(s) Time  Hands
S24842L58778|2011-05-20 00:00:00|CH0204884126669364759|CH9387343052322901266|13321.74|Payment of invoice(s) Displaytech
L67407U67613|2014-05-09 00:00:00|CH0248281695366099688|CH6525051052542047010|7202.77|Payment of invoice(s) Suburban Time
T64709V77684|2015-04-24 00:00:00|CH0223943235385824696|CH1006820597721560021|2094.25|Payment of invoice(s) Time  Cupid
J25884B38538|2015-12-04 00:00:00|CH0248281695366099688|CH7010391221892072726|9700.22|Payment of invoice(s) Time  Avatar
T34404F39560|2015-11-20 00:00:00|CH0240522825785605571|CH3276374414353537218|19235.27|Payment of invoice(s) Time  Iron
K29163K36687|2009-02-06 00:00:00|CH0236918036799637910|CH3068272525733417130|21403.66|Payment of invoice(s) Realtime Time
W23105X99365|2011-12-09 00:00:00|CH0200974687337280877|CH9406142899865775066|4478.41|Payment of invoice(s) ColorOptic
K51992D93594|2013-04-12 00:00:00|CH0215694012443589673|CH7557621605158040369|2560.61|Payment of invoice(s) Harper, Clementine
L52295C66472|2011-03-25 00:00:00|CH0206003498982695304|CH6797399571480887339|9055.54|Payment of invoice(s) Shield Time
P33374L16667|2014-01-17 00:00:00|CH0211681954985788087|CH8515468004216856140|1072.47|Payment of invoice(s) SecondTime
P37693V12297|2013-02-08 00:00:00|CH0228315136202810440|CH3565565295426810320|12367.89|Payment of invoice(s) Progressive Time
C74491G97730|2015-05-08 00:00:00|CH0201609149519657198|CH6525051052542047010|34154.14|Payment of invoice(s) Suburban Time
C44450V46555|2008-04-25 00:00:00|CH0206550793273688901|CH4297398669858140496|1758.14|Payment of invoice(s) Antechnology
